mode,metadata_field,count,answerable_count,multi_hop_count,null_count,permission_count,permission_allowed_count,permission_denied_count,table_structured_count,filter_preflight_pass_rate,mrr_at_10,ndcg_at_10,forbidden_top1_rate,empty_result_rate,top1_mojibake_rate,latency_p50_ms,latency_p95_ms,recall_at_1,term_hit_rate_at_1,success_at_1,multi_hop_group_coverage_at_1,multi_hop_all_groups_at_1,null_rejection_at_1,permission_safe_at_1,permission_leak_at_1,permission_allowed_recall_at_1,protected_hit_count_at_1,sensitive_term_leak_at_1,all_required_documents_at_1,table_structured_success_at_1,recall_at_3,term_hit_rate_at_3,success_at_3,multi_hop_group_coverage_at_3,multi_hop_all_groups_at_3,null_rejection_at_3,permission_safe_at_3,permission_leak_at_3,permission_allowed_recall_at_3,protected_hit_count_at_3,sensitive_term_leak_at_3,all_required_documents_at_3,table_structured_success_at_3,recall_at_5,term_hit_rate_at_5,success_at_5,multi_hop_group_coverage_at_5,multi_hop_all_groups_at_5,null_rejection_at_5,permission_safe_at_5,permission_leak_at_5,permission_allowed_recall_at_5,protected_hit_count_at_5,sensitive_term_leak_at_5,all_required_documents_at_5,table_structured_success_at_5,recall_at_10,term_hit_rate_at_10,success_at_10,multi_hop_group_coverage_at_10,multi_hop_all_groups_at_10,null_rejection_at_10,permission_safe_at_10,permission_leak_at_10,permission_allowed_recall_at_10,protected_hit_count_at_10,sensitive_term_leak_at_10,all_required_documents_at_10,table_structured_success_at_10
filter_drop_document_type,document_type,90,60,0,30,0,0,0,0,1.0,0.9263888888888889,0.9452709179917023,0.0,0.0,0.0,12.098,18.6,0.8666666666666667,0.875,0.9111111111111111,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9833333333333333,0.9916666666666667,0.9888888888888889,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_document_type,document_version,10,10,0,0,0,0,0,0,1.0,0.85,0.8892789260714372,0.0,0.0,0.0,4.125,4.663,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_document_type,effective_status,30,30,0,0,0,0,0,0,1.0,0.8527777777777777,0.8905418359834046,0.0,0.0,0.0,16.729,19.248,0.7333333333333333,0.75,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9666666666666667,0.9833333333333333,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_document_type,lifecycle_status,40,40,0,0,0,0,0,0,1.0,0.8520833333333333,0.8902261085054127,0.0,0.0,0.0,16.314,18.602,0.725,0.7375,0.725,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.925,0.0,0.975,0.9875,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_document_type,project_name,80,50,0,30,0,0,0,0,1.0,0.95,0.9630929753571458,0.0,0.0,0.0,5.28,14.49,0.9,0.9,0.9375,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.9375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_document_type,source,30,30,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,4.869,5.721,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_document_type,source_code,10,10,0,0,0,0,0,0,1.0,0.9,0.9261859507142916,0.0,0.0,0.0,3.821,12.838,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_document_type,year,70,40,0,30,0,0,0,0,1.0,0.975,0.9815464876785729,0.0,0.0,0.0,5.421,14.776,0.95,0.95,0.9714285714285714,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.9714285714285714,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_lifecycle_status,as_of_date,30,30,0,0,0,0,0,0,1.0,0.8333333333333334,0.8759287130382329,0.0,0.0,0.0,32.894,42.064,0.7,0.7166666666666667,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_lifecycle_status,document_type,90,60,0,30,0,0,0,0,1.0,0.9166666666666666,0.9379643565191165,0.0,0.0,0.0,13.852,35.248,0.85,0.8583333333333333,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9666666666666667,0.9833333333333333,0.9777777777777777,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_lifecycle_status,document_version,10,10,0,0,0,0,0,0,1.0,0.7166666666666667,0.7892789260714372,0.5,0.0,0.0,12.397,14.685,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_lifecycle_status,effective_status,30,30,0,0,0,0,0,0,1.0,0.8333333333333334,0.8759287130382329,0.0,0.0,0.0,32.894,42.064,0.7,0.7166666666666667,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_lifecycle_status,lifecycle_status,40,40,0,0,0,0,0,0,1.0,0.8041666666666667,0.854266266296534,0.125,0.0,0.0,30.078,38.543,0.65,0.6625,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.875,0.0,0.95,0.975,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_lifecycle_status,project_name,80,50,0,30,0,0,0,0,1.0,0.9233333333333333,0.9430929753571458,0.1,0.0,0.0,11.644,15.202,0.86,0.86,0.9125,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.9125,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_lifecycle_status,source,30,30,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,13.852,15.541,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_lifecycle_status,source_code,10,10,0,0,0,0,0,0,1.0,0.9,0.9261859507142916,0.0,0.0,0.0,12.138,15.586,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_lifecycle_status,year,70,40,0,30,0,0,0,0,1.0,0.975,0.9815464876785729,0.0,0.0,0.0,11.163,15.491,0.95,0.95,0.9714285714285714,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.9714285714285714,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_project_name,as_of_date,30,30,0,0,0,0,0,0,1.0,0.8333333333333334,0.8759287130382329,0.0,0.0,0.0,12.296,13.542,0.7,0.7166666666666667,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_project_name,document_type,90,60,0,30,0,0,0,0,1.0,0.7838888888888889,0.8389227475040482,0.0,0.0,0.0,8.81,18.797,0.6166666666666667,0.6333333333333333,0.7444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9166666666666666,0.9555555555555556,0.9444444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_project_name,document_version,10,10,0,0,0,0,0,0,1.0,0.7842857142857143,0.8351115894139333,0.0,0.0,0.0,20.887,23.923,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7,0.0,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8,0.0,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_project_name,effective_status,30,30,0,0,0,0,0,0,1.0,0.8333333333333334,0.8759287130382329,0.0,0.0,0.0,12.296,13.542,0.7,0.7166666666666667,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
